user_id,user_type,location_id,selected_category_ids
prof_2235,professional,10,51;52;54;55
prof_2236,professional,2,72;73;75
prof_2237,professional,8,59;62;64
prof_2238,professional,10,48;49
prof_2239,professional,2,96;98;99;100
prof_2240,professional,14,35;38
prof_2241,professional,14,32;35;37
prof_2242,professional,10,94
prof_2243,professional,4,21;24
prof_2244,professional,11,53;56;59
prof_2245,professional,8,33;35
prof_2246,professional,5,84;85
prof_2247,professional,5,5;6;8;11
prof_2248,professional,3,16;18
prof_2249,professional,9,85;88;89;90
prof_2250,professional,5,46;48;51
prof_2251,professional,2,21;22
prof_2252,professional,4,42;43;44;45
prof_2253,professional,14,94
prof_2254,professional,11,1
prof_2255,professional,14,82;84;85
prof_2256,professional,7,46;47
prof_2257,professional,15,62;65;66
prof_2258,professional,7,61
prof_2259,professional,11,30;32;33
prof_2260,professional,10,23;24;25
prof_2261,professional,15,10
prof_2262,professional,15,76;77
prof_2263,professional,13,40;41;42
prof_2264,professional,9,54;57;59
prof_2265,professional,3,44
prof_2266,professional,2,6;7;9
prof_2267,professional,11,64;65
prof_2268,professional,7,41;43;44;46
prof_2269,professional,8,98
prof_2270,professional,7,67;68;71
prof_2271,professional,1,10;11;13;15
prof_2272,professional,7,76
prof_2273,professional,8,58;61;63
prof_2274,professional,3,40;41;42;43
prof_2275,professional,5,54;57;58;60
prof_2276,professional,10,22;24;25
prof_2277,professional,8,65;66
prof_2278,professional,7,65;66
prof_2279,professional,3,72;74;75;76
prof_2280,professional,6,68;69
prof_2281,professional,2,23;24;27
prof_2282,professional,10,7;9
prof_2283,professional,11,96;99;100
prof_2284,professional,7,45;46;48;49
prof_2285,professional,3,85;86;87
prof_2286,professional,8,94
prof_2287,professional,1,54;55
prof_2288,professional,7,92;93;94;95;97
prof_2289,professional,3,40;42
prof_2290,professional,9,36
prof_2291,professional,13,15;18;20;21
prof_2292,professional,3,19;22;24
prof_2293,professional,1,53
prof_2294,professional,10,8;9;11;13
prof_2295,professional,2,38;41
prof_2296,professional,14,92;93;94
prof_2297,professional,3,45
prof_2298,professional,10,51;53
prof_2299,professional,5,13;15;17;18
prof_2300,professional,8,18;19;21
prof_2301,professional,3,32;35;38
prof_2302,professional,11,28;30;31;33
prof_2303,professional,3,76;77
prof_2304,professional,12,54;55;57;58
prof_2305,professional,11,91;92
prof_2306,professional,12,59;61;62
prof_2307,professional,11,17;18;21
prof_2308,professional,13,56;57
prof_2309,professional,12,85
prof_2310,professional,1,25;26
prof_2311,professional,9,53;54;55;56
prof_2312,professional,5,99;100
prof_2313,professional,2,62;64;65;67;68
prof_2314,professional,13,8
prof_2315,professional,6,76;77;79
prof_2316,professional,4,28
prof_2317,professional,12,29
prof_2318,professional,14,78
prof_2319,professional,14,68;69;71
prof_2320,professional,4,51;53;55;56
prof_2321,professional,2,74;76
prof_2322,professional,14,87;90;91
prof_2323,professional,1,71;73;74
prof_2324,professional,6,21;22
prof_2325,professional,5,57;59
prof_2326,professional,7,82;83
prof_2327,professional,7,68;71
prof_2328,professional,13,63;64;66;69
prof_2329,professional,2,43;45;46;48
prof_2330,professional,15,26;28;29
prof_2331,professional,4,46;48
prof_2332,professional,5,58
prof_2333,professional,10,14;16
prof_2334,professional,13,43;45
prof_2335,professional,11,37;39;40
prof_2336,professional,11,76;79
prof_2337,professional,5,16;19;22
prof_2338,professional,10,45;48;49;50
prof_2339,professional,1,16;17;19
prof_2340,professional,4,86;88;89
prof_2341,professional,2,15;16;18;20
prof_2342,professional,2,31;33
prof_2343,professional,15,20;21
prof_2344,professional,13,40;42;43;44
prof_2345,professional,12,54;56;58;59
prof_2346,professional,6,7
prof_2347,professional,2,9;11
prof_2348,professional,12,24;25;26;27
prof_2349,professional,6,45;46;47;48;49
prof_2350,professional,3,59;61;64
prof_2351,professional,8,20;22;23
prof_2352,professional,1,73
prof_2353,professional,13,18;19
prof_2354,professional,3,53;54;56;59
prof_2355,professional,11,29
prof_2356,professional,12,29;32;33
prof_2357,professional,13,43
prof_2358,professional,15,93;94;97
prof_2359,professional,1,76;79
prof_2360,professional,9,46;48
prof_2361,professional,3,50;51;53;56
prof_2362,professional,3,6;8
prof_2363,professional,2,96;98;99
prof_2364,professional,6,5
prof_2365,professional,9,10;11
prof_2366,professional,2,28;31;34
prof_2367,professional,8,95
prof_2368,professional,10,48;49
prof_2369,professional,4,77;78
prof_2370,professional,1,43
prof_2371,professional,10,49;52;53;54
prof_2372,professional,4,19
prof_2373,professional,6,84;86
prof_2374,professional,12,1;3;6
prof_2375,professional,2,84;85;86
prof_2376,professional,14,12;15
prof_2377,professional,12,86;87;89;90
prof_2378,professional,2,47;48;51
prof_2379,professional,3,19;21;22
prof_2380,professional,6,44;47;50
prof_2381,professional,15,1
prof_2382,professional,8,2;5
prof_2383,professional,1,55;57
prof_2384,professional,10,89
prof_2385,professional,9,86;88
prof_2386,professional,6,15;17
prof_2387,professional,9,38;39;40;42
prof_2388,professional,4,86;88;89
prof_2389,professional,13,4;7;9
prof_2390,professional,5,77
prof_2391,professional,3,59;61
prof_2392,professional,4,28;31
prof_2393,professional,14,66
prof_2394,professional,7,10;12
prof_2395,professional,12,2;5;8
prof_2396,professional,9,3;6;8
prof_2397,professional,15,5;6;7
prof_2398,professional,3,90;93;94;95
prof_2399,professional,2,10;12;13
prof_2400,professional,2,28;29;31
prof_2401,professional,1,4;7;8;10
prof_2402,professional,10,33;35;36
prof_2403,professional,9,84;86;88
prof_2404,professional,14,41;43
prof_2405,professional,2,72;74;75;76
prof_2406,professional,4,99;100
prof_2407,professional,5,54;55;56;58
prof_2408,professional,14,78;81
prof_2409,professional,7,16;19;22
prof_2410,professional,9,84;85
prof_2411,professional,11,52;53;55
prof_2412,professional,12,44;45;46
prof_2413,professional,13,1;3;4
prof_2414,professional,5,90;92;93
prof_2415,professional,13,39
prof_2416,professional,9,17
prof_2417,professional,15,29;31
prof_2418,professional,5,39;40;43
prof_2419,professional,7,25
prof_2420,professional,8,48;49;50;53
prof_2421,professional,12,19;21;22;23;25
prof_2422,professional,4,50;51;52
prof_2423,professional,10,1;4
prof_2424,professional,2,62;64
prof_2425,professional,3,91;92;94;96
prof_2426,professional,8,14
prof_2427,professional,9,90;91;92;94
prof_2428,professional,7,44;46;47;48
prof_2429,professional,2,50;52
prof_2430,professional,7,29;32
prof_2431,professional,1,72;74;75;76
prof_2432,professional,8,62;63;65
prof_2433,professional,15,87;89;90
prof_2434,professional,12,1
prof_2435,professional,8,76;77
prof_2436,professional,8,23;26
prof_2437,professional,4,6;7
prof_2438,professional,10,27;28;29
prof_2439,professional,15,37;38;40
prof_2440,professional,15,92;94;95;98
prof_2441,professional,5,19;21
prof_2442,professional,9,86;89;91;92
prof_2443,professional,9,62;63;65;68
prof_2444,professional,11,53
prof_2445,professional,1,74;75;77;78
prof_2446,professional,5,7;9;10
prof_2447,professional,14,27;29;30;32
prof_2448,professional,9,100
prof_2449,professional,14,27
prof_2450,professional,1,93;95;97
prof_2451,professional,2,29;31
prof_2452,professional,5,98;99
prof_2453,professional,13,48;50;51
prof_2454,professional,5,66;67;69;70
prof_2455,professional,11,49;52
prof_2456,professional,11,2
prof_2457,professional,6,1;3;5;6
prof_2458,professional,12,91
prof_2459,professional,7,5;6;7
prof_2460,professional,7,67;70
prof_2461,professional,5,95
prof_2462,professional,1,76
prof_2463,professional,4,74;75;76;77
prof_2464,professional,12,22;23
prof_2465,professional,3,10;12
prof_2466,professional,15,85;86;89
prof_2467,professional,11,86;88
prof_2468,professional,1,59
prof_2469,professional,3,24;27
prof_2470,professional,12,26;29;31
prof_2471,professional,14,73;74;75;77;78
prof_2472,professional,4,80;82;83;85;86
prof_2473,professional,3,4;6;7;8
prof_2474,professional,5,45
prof_2475,professional,12,22;24;25
prof_2476,professional,10,1
prof_2477,professional,14,89;91;92
prof_2478,professional,10,18;19;20;21
prof_2479,professional,4,57;59;60;61
prof_2480,professional,1,83;85
prof_2481,professional,12,81
prof_2482,professional,10,27;29
prof_2483,professional,11,63;65;68
prof_2484,professional,12,62;65;66;67
prof_2485,professional,11,28
prof_2486,professional,11,21;23;24
prof_2487,professional,12,1;2
prof_2488,professional,15,60
prof_2489,professional,1,9;11;12;13
prof_2490,professional,2,16
prof_2491,professional,5,40;41;44
prof_2492,professional,15,20;23
prof_2493,professional,15,93;96;98
prof_2494,professional,15,6;9
prof_2495,professional,7,56;57;58
prof_2496,professional,9,79
prof_2497,professional,10,75;78
prof_2498,professional,10,82
prof_2499,professional,1,41;42;43;44;45
prof_2500,professional,5,64;65
prof_2501,professional,3,20;21;23
prof_2502,professional,9,49;52;55
prof_2503,professional,14,52;53;54;55
prof_2504,professional,1,75
prof_2505,professional,3,4;5;6
prof_2506,professional,3,32;33
prof_2507,professional,14,68;69
prof_2508,professional,10,84;85
prof_2509,professional,4,85
prof_2510,professional,2,42;45;46
prof_2511,professional,8,69;72
prof_2512,professional,15,90;91;93;94
prof_2513,professional,10,60
prof_2514,professional,13,96;97;99
prof_2515,professional,2,84
prof_2516,professional,14,68;69;71
prof_2517,professional,8,62
prof_2518,professional,2,46;48;49;50
prof_2519,professional,13,3;4;5;8
prof_2520,professional,6,14;15;17;18
prof_2521,professional,15,59;60;61;62;65
prof_2522,professional,6,44;47;49
prof_2523,professional,10,17;20
prof_2524,professional,14,4;5;6;9
prof_2525,professional,2,55
prof_2526,professional,10,6;7
prof_2527,professional,15,40;41;42
prof_2528,professional,2,83;84;85
prof_2529,professional,12,41;43;46
prof_2530,professional,5,47;50
prof_2531,professional,13,97;100
prof_2532,professional,1,90;92
prof_2533,professional,15,74;76
prof_2534,professional,10,48;50;52
prof_2535,professional,11,92
prof_2536,professional,5,38
prof_2537,professional,9,21;24;26;27
prof_2538,professional,5,25;26;27;28
prof_2539,professional,5,50
prof_2540,professional,12,5;6;8;9
prof_2541,professional,6,24;26
prof_2542,professional,14,40;41;43
prof_2543,professional,13,80;82;83;84;85
prof_2544,professional,9,98;100
prof_2545,professional,12,24;25;27
prof_2546,professional,3,11;12;14;17
prof_2547,professional,6,22;24;25
prof_2548,professional,3,77;79;80;83
prof_2549,professional,8,55
prof_2550,professional,14,84;87;89
prof_2551,professional,4,22
prof_2552,professional,5,73
prof_2553,professional,8,3;5;7
prof_2554,professional,5,64;67
prof_2555,professional,10,82;84
prof_2556,professional,13,47;50
prof_2557,professional,5,47
prof_2558,professional,8,64
prof_2559,professional,1,1;3;5
prof_2560,professional,12,97
prof_2561,professional,9,85
prof_2562,professional,14,86
prof_2563,professional,5,31
prof_2564,professional,15,39;40;42;43;44
prof_2565,professional,12,25;28
prof_2566,professional,12,79;81
prof_2567,professional,10,23;26
prof_2568,professional,6,63;66;67
prof_2569,professional,4,85;88;89;90
prof_2570,professional,10,86;87;90
prof_2571,professional,11,58;61
prof_2572,professional,6,36
prof_2573,professional,5,62;65;68
prof_2574,professional,3,75;76;77;80
prof_2575,professional,1,64;65;67;69
prof_2576,professional,6,82;83;84
prof_2577,professional,9,51;52;53;54
prof_2578,professional,1,60;63
prof_2579,professional,9,28;31
prof_2580,professional,11,81;83
prof_2581,professional,7,46
prof_2582,professional,1,19;21;22;23;24
prof_2583,professional,6,32;33
prof_2584,professional,15,68;69;71;72
prof_2585,professional,7,30;32;33;35
prof_2586,professional,1,69;70;72;73
prof_2587,professional,7,20;22;24
prof_2588,professional,3,83;85
prof_2589,professional,10,37;38;39;40
prof_2590,professional,10,79;80
prof_2591,professional,8,69;70;71
prof_2592,professional,4,73
prof_2593,professional,13,97;100
prof_2594,professional,12,70;71;72;74
prof_2595,professional,15,78
prof_2596,professional,15,81;83;85
prof_2597,professional,1,44;45;46
prof_2598,professional,5,81;83;85
prof_2599,professional,9,52
prof_2600,professional,2,16;17;18;19
prof_2601,professional,10,70;72;73;74;75
prof_2602,professional,15,36;39;40
prof_2603,professional,7,46
prof_2604,professional,6,3;6
prof_2605,professional,9,40
prof_2606,professional,6,4;7
prof_2607,professional,5,99
prof_2608,professional,15,82;84;86;87
prof_2609,professional,12,73;75;78
prof_2610,professional,12,41
prof_2611,professional,8,6
prof_2612,professional,5,45;47;48;50
prof_2613,professional,4,95;97;98;99;100
prof_2614,professional,9,10;12
prof_2615,professional,4,74;75
prof_2616,professional,3,38;40;42;43
prof_2617,professional,5,84;86;87
prof_2618,professional,7,91;94
prof_2619,professional,8,30;33;35
prof_2620,professional,5,27;28;30;32
prof_2621,professional,6,91;93;94
prof_2622,professional,1,97;98
prof_2623,professional,11,28;30;32
prof_2624,professional,14,93;96
prof_2625,professional,5,60;63
prof_2626,professional,6,63;66;67;69
prof_2627,professional,7,35
prof_2628,professional,2,65;66;69
prof_2629,professional,12,48;49;50;51
prof_2630,professional,6,91;93
prof_2631,professional,13,9;12;15
prof_2632,professional,12,96;97;99;100
prof_2633,professional,3,28;30;33
prof_2634,professional,14,82
prof_2635,professional,11,27
prof_2636,professional,4,56
prof_2637,professional,4,53;55
prof_2638,professional,1,94;96;97;98;99
prof_2639,professional,5,64;66;67;70
prof_2640,professional,6,77;78;80;81
prof_2641,professional,8,21
prof_2642,professional,4,18;19;20
prof_2643,professional,8,23;26
prof_2644,professional,6,38;40
prof_2645,professional,8,20;21
prof_2646,professional,1,77;80
prof_2647,professional,2,97;98
prof_2648,professional,1,92;95;96;97
prof_2649,professional,9,96;99
prof_2650,professional,1,8
prof_2651,professional,14,19;20;22;23
prof_2652,professional,8,3
prof_2653,professional,8,79;80;82
prof_2654,professional,9,34
prof_2655,professional,14,45;47
prof_2656,professional,11,97
prof_2657,professional,5,60;63;64;65
prof_2658,professional,13,71;72
prof_2659,professional,10,89
prof_2660,professional,8,60;62
prof_2661,professional,14,28
prof_2662,professional,2,80;81;82;84
prof_2663,professional,3,13;15;16
prof_2664,professional,14,33;34;35;36
prof_2665,professional,12,99;100
prof_2666,professional,11,20
prof_2667,professional,5,66;68;69;71
prof_2668,professional,5,45;46;47;48;50
prof_2669,professional,14,48
prof_2670,professional,14,42;44;45;46
prof_2671,professional,7,71;73;74;77
prof_2672,professional,7,21;23;24
prof_2673,professional,14,60;63
prof_2674,professional,1,41;44
prof_2675,professional,5,94;96;97
prof_2676,professional,2,64;67;68;69
prof_2677,professional,3,7;10;11
prof_2678,professional,10,73;75;76;78;79
prof_2679,professional,15,39;40
prof_2680,professional,2,24;26;27
prof_2681,professional,6,93;96
prof_2682,professional,1,33;35;38
prof_2683,professional,9,79;81
prof_2684,professional,1,12;13;15
prof_2685,professional,8,17;18;21
prof_2686,professional,10,84;85;86;88
prof_2687,professional,12,58;59;60;61
prof_2688,professional,15,17;18;19
prof_2689,professional,1,55
prof_2690,professional,10,27
prof_2691,professional,9,88;89;92
prof_2692,professional,7,12;15;16
prof_2693,professional,6,52;53
prof_2694,professional,14,36;38;39
prof_2695,professional,1,64;65
prof_2696,professional,7,32;33;34;37
prof_2697,professional,13,41;42;44
prof_2698,professional,14,51;54;56;57
prof_2699,professional,6,29;32;33
prof_2700,professional,10,89;90;92;94
prof_2701,professional,5,91;93;95
prof_2702,professional,4,90
prof_2703,professional,13,91
prof_2704,professional,11,62;63;65
prof_2705,professional,3,32
prof_2706,professional,5,91
prof_2707,professional,13,55;56;57;59
prof_2708,professional,4,64
prof_2709,professional,7,72;74
prof_2710,professional,3,87;90
prof_2711,professional,5,61
prof_2712,professional,2,17;19;20
prof_2713,professional,13,61;62;63
prof_2714,professional,9,98;100
prof_2715,professional,11,75;78
prof_2716,professional,13,58
prof_2717,professional,2,47;50
prof_2718,professional,7,89;91
prof_2719,professional,6,49;52;54;55
prof_2720,professional,14,1;3
prof_2721,professional,7,9;10
prof_2722,professional,11,59;62
prof_2723,professional,3,62
prof_2724,professional,14,45;46;47;48
prof_2725,professional,6,49;52;55
prof_2726,professional,13,99
prof_2727,professional,14,93;94;95;97
prof_2728,professional,12,70;71;72
prof_2729,professional,7,45;46;48;50
prof_2730,professional,15,53;56
prof_2731,professional,8,94;96;97;98
prof_2732,professional,2,13;16
prof_2733,professional,2,7;8
prof_2734,professional,3,13;14
prof_2735,professional,4,2;3;5;6
prof_2736,professional,6,47;50
prof_2737,professional,1,29;31
prof_2738,professional,4,93;95;96;98
prof_2739,professional,13,58;61;63
prof_2740,professional,15,22;23
prof_2741,professional,1,1;3
prof_2742,professional,6,100
prof_2743,professional,6,43;46;47
prof_2744,professional,7,35;36
prof_2745,professional,7,77;79
prof_2746,professional,15,6;7
prof_2747,professional,2,85;86
prof_2748,professional,10,51;52;54;57
prof_2749,professional,3,79;80;82;85
prof_2750,professional,15,77;79
prof_2751,professional,9,84;85;86;87;90
prof_2752,professional,11,34;35
prof_2753,professional,7,58;59
prof_2754,professional,10,4;6
prof_2755,professional,8,85;86
prof_2756,professional,3,25;26
prof_2757,professional,4,42;44
prof_2758,professional,12,25;28;30
prof_2759,professional,10,68;69;71;73
prof_2760,professional,6,87;89;90;92
prof_2761,professional,2,50;52;53;54
prof_2762,professional,12,65;66
prof_2763,professional,14,64;66;67;68;69
prof_2764,professional,7,51
prof_2765,professional,4,14;16;17
prof_2766,professional,8,64;66;67;68
prof_2767,professional,14,5;6;7
prof_2768,professional,13,58;60;61
prof_2769,professional,11,78
prof_2770,professional,9,41;43
prof_2771,professional,2,65;67;70
prof_2772,professional,13,6;8;10
prof_2773,professional,15,90
prof_2774,professional,2,80;82;83;86
prof_2775,professional,8,63;65;66;69
prof_2776,professional,9,74
prof_2777,professional,10,15
prof_2778,professional,11,60;63;64
prof_2779,professional,3,86;89
prof_2780,professional,12,34;35;36;37
prof_2781,professional,7,30;32;33
prof_2782,professional,8,51
prof_2783,professional,11,18;19
prof_2784,professional,13,51;52;54
prof_2785,professional,7,46;47;49;52
prof_2786,professional,1,36;38;41
prof_2787,professional,6,66
prof_2788,professional,5,38;39;40
prof_2789,professional,3,18
prof_2790,professional,15,90;92
prof_2791,professional,15,97;98;100
prof_2792,professional,14,61;62;65
prof_2793,professional,12,53;55;56;59
prof_2794,professional,2,60
prof_2795,professional,9,90;92;93;94
prof_2796,professional,1,57;60;61;62
prof_2797,professional,6,68;69;70;72
prof_2798,professional,13,28;31;32
prof_2799,professional,4,78
prof_2800,professional,11,20;22
prof_2801,professional,8,3;5;7;8
prof_2802,professional,3,21;22;24
prof_2803,professional,13,53;56;57;58
prof_2804,professional,7,79;81;82;83
prof_2805,professional,4,55
prof_2806,professional,6,50;52;53
prof_2807,professional,4,40;43;44;46
prof_2808,professional,12,28
prof_2809,professional,15,97;98;100
prof_2810,professional,4,50;51;52;53;54
prof_2811,professional,10,57;58;59
prof_2812,professional,7,28;29;30;31
prof_2813,professional,12,98;99;100
prof_2814,professional,14,17;19
prof_2815,professional,10,2;3
prof_2816,professional,12,66;67;68;70
prof_2817,professional,15,58;61
prof_2818,professional,7,44;46;47
prof_2819,professional,5,35;36;37;38;40
prof_2820,professional,4,45;46;47
prof_2821,professional,1,19
prof_2822,professional,3,42;44
prof_2823,professional,9,98;99
prof_2824,professional,3,59;60;61;64
prof_2825,professional,1,24
prof_2826,professional,10,18;21;23
prof_2827,professional,7,9;10
prof_2828,professional,2,19
prof_2829,professional,4,52
prof_2830,professional,14,7
prof_2831,professional,1,79;82;84
prof_2832,professional,1,35;36;37;38;39
prof_2833,professional,11,13;14;15
prof_2834,professional,12,7;9;10
prof_2835,professional,3,65;68
prof_2836,professional,11,94;97
prof_2837,professional,1,6;8;9
prof_2838,professional,4,13;15
prof_2839,professional,7,28;29;30;31
prof_2840,professional,12,7;8;10;12
prof_2841,professional,15,18;19;20
prof_2842,professional,12,92;93;95
prof_2843,professional,8,69;70;71;72;74
prof_2844,professional,4,94;95;96;97
prof_2845,professional,6,61;62
prof_2846,professional,4,2;3
prof_2847,professional,12,13
prof_2848,professional,7,17;18;19;20;22
prof_2849,professional,10,55;57;58
prof_2850,professional,8,8;10
prof_2851,professional,10,59;61
prof_2852,professional,15,31
prof_2853,professional,12,24;25;27
prof_2854,professional,6,59;60
prof_2855,professional,14,80
prof_2856,professional,4,2;5;7
prof_2857,professional,8,1;3;5
prof_2858,professional,4,33;36;37
prof_2859,professional,14,83;86
prof_2860,professional,7,4;5;7;8;10
prof_2861,professional,11,23;24
prof_2862,professional,11,9;12
prof_2863,professional,15,46;48
prof_2864,professional,3,30
prof_2865,professional,12,93;95;96;98;99
prof_2866,professional,15,88;91
prof_2867,professional,1,11;13;15;16
prof_2868,professional,13,33;36;39
prof_2869,professional,1,24;25
prof_2870,professional,13,13;16
prof_2871,professional,5,45;46;48
prof_2872,professional,7,23
prof_2873,professional,13,50;53
prof_2874,professional,10,2;3;5;6
prof_2875,professional,7,33;34;36
prof_2876,professional,5,2;3;5
prof_2877,professional,9,28;30;33
prof_2878,professional,15,99
prof_2879,professional,1,71;72;73;75
prof_2880,professional,1,27
prof_2881,professional,9,21;22;24;25
prof_2882,professional,2,34;37;38
prof_2883,professional,2,72;73;74;75
prof_2884,professional,15,6;8;9;12
prof_2885,professional,8,3;4
prof_2886,professional,10,46;47;49;50;51
prof_2887,professional,4,72;75
prof_2888,professional,12,90;93;94;96
prof_2889,professional,2,48;49;50
prof_2890,professional,14,3;4;6;8;9
prof_2891,professional,7,44;47;49;50
prof_2892,professional,14,56
prof_2893,professional,15,77;79;81
prof_2894,professional,9,24;25
prof_2895,professional,14,22;23;26
prof_2896,professional,5,83;84
prof_2897,professional,4,67
prof_2898,professional,11,42;43
prof_2899,professional,4,1;2
prof_2900,professional,3,5
prof_2901,professional,1,79
prof_2902,professional,8,31;33;34
prof_2903,professional,13,42;44;45;47
prof_2904,professional,9,18;21
prof_2905,professional,15,23
prof_2906,professional,8,60;62;63;65
prof_2907,professional,4,47;49
prof_2908,professional,7,7;10
prof_2909,professional,11,15;16;17;18
prof_2910,professional,6,73;75;76
prof_2911,professional,7,71
prof_2912,professional,2,53;54;56
prof_2913,professional,12,91;94
prof_2914,professional,14,82
prof_2915,professional,3,99;100
prof_2916,professional,5,22;23
prof_2917,professional,15,85;88;89;91
prof_2918,professional,6,54
prof_2919,professional,15,42;43
prof_2920,professional,10,84;87
prof_2921,professional,9,40;41;42;43
prof_2922,professional,9,26;28;29
prof_2923,professional,14,40;42;43;44;45
prof_2924,professional,7,78;81;84
prof_2925,professional,3,58;60;61;62;63
prof_2926,professional,3,9;10;11;13
prof_2927,professional,7,22;24;26
prof_2928,professional,2,97;98
prof_2929,professional,12,33;35;36;39
prof_2930,professional,15,49;52;53
prof_2931,professional,4,48;49;50
prof_2932,professional,9,72;74;75;76
prof_2933,professional,13,30;31;32;34
prof_2934,professional,4,64;65;68
prof_2935,professional,8,26;29;30;31
prof_2936,professional,6,15;16;18;20
prof_2937,professional,15,21
prof_2938,professional,15,52;53;55
prof_2939,professional,4,42;44;45;46
prof_2940,professional,2,42;44;45
prof_2941,professional,9,14;16;17
prof_2942,professional,2,99;100
prof_2943,professional,8,29
prof_2944,professional,2,72
prof_2945,professional,7,82
prof_2946,professional,11,86;87;88;89
prof_2947,professional,11,33;34;35;36;38
prof_2948,professional,8,80;81
prof_2949,professional,4,75;78
prof_2950,professional,5,35;38;39
prof_2951,professional,5,90
prof_2952,professional,6,97;98
prof_2953,professional,11,96;97;98;100
prof_2954,professional,13,79;80
prof_2955,professional,8,88;91
prof_2956,professional,2,42;45
prof_2957,professional,10,35;36;37
prof_2958,professional,5,16;19;22
prof_2959,professional,2,20;22;23;24
prof_2960,professional,5,58;59;61;62
prof_2961,professional,12,97;98;99
prof_2962,professional,12,67;69
prof_2963,professional,3,1;2
prof_2964,professional,12,71;74;75
prof_2965,professional,8,30;33;35;36
prof_2966,professional,7,48;50;51;52;53
prof_2967,professional,15,77;78;79
prof_2968,professional,8,96;99
prof_2969,professional,15,51;54;56
prof_2970,professional,6,37;38;40
prof_2971,professional,5,86;87;88
prof_2972,professional,6,18;19;20;22
prof_2973,professional,15,63
prof_2974,professional,11,65;68;70;71
prof_2975,professional,4,82
prof_2976,professional,15,29;31
prof_2977,professional,7,60
prof_2978,professional,6,25;28
prof_2979,professional,7,36
prof_2980,professional,2,56;59;62
prof_2981,professional,12,84;87;89
prof_2982,professional,12,83;84;85;87
prof_2983,professional,7,39;41
prof_2984,professional,12,46;48
prof_2985,professional,8,12;14;15
prof_2986,professional,12,65;67
prof_2987,professional,13,40;41;43
prof_2988,professional,9,20;22;23;24
prof_2989,professional,12,67
prof_2990,professional,3,57;58;61
prof_2991,professional,13,85;86;87;89
prof_2992,professional,2,73;75;77
prof_2993,professional,9,40;41;42;43
prof_2994,professional,13,83;84;85;86
prof_2995,professional,14,81;82;83;84;85
prof_2996,professional,5,45;46
prof_2997,professional,5,30;33;34
prof_2998,professional,7,16;17;18
prof_2999,professional,1,33;36
prof_3000,professional,6,17;19;20;21;22
prof_3001,professional,14,28;29;30;33
prof_3002,professional,12,40;42
prof_3003,professional,4,2
prof_3004,professional,7,95;98;100
prof_3005,professional,1,16;17
prof_3006,professional,7,5;8
prof_3007,professional,1,82;85
prof_3008,professional,5,12;13;16
prof_3009,professional,14,61;62
prof_3010,professional,2,51;52;55
prof_3011,professional,14,73;74;76
prof_3012,professional,7,98
prof_3013,professional,2,91;92;93;95;96
prof_3014,professional,13,84
prof_3015,professional,1,31;32;33;35
prof_3016,professional,14,8;11;13
prof_3017,professional,4,95
prof_3018,professional,3,70
prof_3019,professional,14,45;47;48
prof_3020,professional,5,24;25;26;27
prof_3021,professional,14,1;3;4;6;7
prof_3022,professional,5,95
prof_3023,professional,12,27;29;32
prof_3024,professional,10,4;7
prof_3025,professional,9,88;90;91
prof_3026,professional,2,83;85;86
prof_3027,professional,4,91;92
prof_3028,professional,4,42;43
prof_3029,professional,2,67;70;71;73
prof_3030,professional,5,61
prof_3031,professional,1,94;95;96;98
prof_3032,professional,15,88;89;90;92
prof_3033,professional,13,88;89;91;92
prof_3034,professional,13,49
prof_3035,professional,14,82;83;84
prof_3036,professional,11,21
prof_3037,professional,3,8;9;10
prof_3038,professional,12,66
prof_3039,professional,12,65
prof_3040,professional,2,26;29
prof_3041,professional,9,75
prof_3042,professional,8,30
prof_3043,professional,14,45;48;49;51
prof_3044,professional,3,55;58;61
prof_3045,professional,11,77;78
prof_3046,professional,2,63;64
prof_3047,professional,8,53
prof_3048,professional,8,30
prof_3049,professional,10,89;90;93
prof_3050,professional,7,90
prof_3051,professional,12,2;3
prof_3052,professional,13,50;53;54
prof_3053,professional,15,40;43;45
prof_3054,professional,9,14
prof_3055,professional,12,38
prof_3056,professional,1,35;38
prof_3057,professional,2,31
prof_3058,professional,3,49;52
prof_3059,professional,6,56;57;58;60
prof_3060,professional,7,35;36;39
prof_3061,professional,9,98
prof_3062,professional,12,11
prof_3063,professional,10,54;57;58;59
prof_3064,professional,11,72;75
prof_3065,professional,10,1;2;3
prof_3066,professional,6,40;41
prof_3067,professional,14,48;50;51
prof_3068,professional,12,15;17;18;19;21
prof_3069,professional,4,47;49;50;51
prof_3070,professional,12,40
prof_3071,professional,3,38;40
prof_3072,professional,11,41;42;43;45
prof_3073,professional,9,37;38;39
prof_3074,professional,1,74;75;76;77;78
prof_3075,professional,3,24;26;27;28;30
prof_3076,professional,8,30;31;33
prof_3077,professional,7,18;19;21;22
prof_3078,professional,8,7;8
prof_3079,professional,3,87;88;90;93
prof_3080,professional,1,31;32;33;34
prof_3081,professional,9,29;30;31;33
prof_3082,professional,14,9;11;12;13
prof_3083,professional,6,88;89;91;92
prof_3084,professional,6,30;32;33
prof_3085,professional,1,79;81;82;84
prof_3086,professional,4,56;58;60
prof_3087,professional,12,87;90
prof_3088,professional,7,19;20
prof_3089,professional,14,68;70
prof_3090,professional,13,81;82;84
prof_3091,professional,11,27
prof_3092,professional,2,16;19;22
prof_3093,professional,9,54;56
prof_3094,professional,2,18;21
